Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng
Fb Laundry;Jasa Penatu Pakaian, Sprei, Bedcover, Karpet Di Rumah.;Banjarsari;Kragilan Rt01 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5493758;110.8060298
Bakso Pakprut;Membuat Bakso Dan Otak Otak;Pasar Kliwon;Jln Mayor Sunaryo;Kuliner;-7.5365221;110.8282913
Tengkleng Bu Edy;Menjual Tengkleng;Banjarsari;Jl Bawean;Kuliner;-7.5736045;110.8307739
Kedai Makan Nanik;Menjual Makanan Dan Minuman Di Kedai;Pasar Kliwon;Galabo Malam;Kuliner;-7.5674755;110.819728
Wedang Ronde Galabo Anita;Wedang Ronde Asle;Serengan ;Jl Garuda 3/11;Kuliner;-7.5722331;110.8297581
Warung Kopi Mas Yudi;Penyedia Makan Dan Minum;Banjarsari;Cinderejo Lor;Lain-lain;-7.5516704;110.8167243
Bensin Salsabila;Menjual Bensin Eceran;Jebres;"Jl. Abdul Muis  No. 80
Kepatihan Kulon";Kuliner;-7.5540386;110.8215168
Kedai Mie Kribo;Menjual Mie Bandung;Pasar Kliwon;Sangkrah ;Kuliner;-7.5618758;110.8291999
Ayam Kentaki/Usus Goreng;Membuat Dan Menjual Ayam Ketucky Dan Usus Goreng;Banjarsari;Pasar Depok;Lain-lain;-7.5786433;110.84082
Kios Burung B15;Menjual Burung;Laweyan;Mutihan;Kuliner;-7.552507910444817;110.81053046960812
Jual Snack;Menjual Aneka Snack Olahan Dan Minuman Dirumah;Banjarsari;Jl. Hasanudin Rt.03/03 Punggawan;Kuliner;-7.5661751;110.7893456
Wedangan Pak Rahmad;Penyediaan Makanan Dan Minuman;Banjarsari;Jl. Hasanudin Rt.01/01 Punggawan;Digital;-7.5581171;110.8173857
Service Laptop Komputer;Jasa Service Komputer;Banjarsari;Timuran Rt4 Rw 4 Banjarsari Surakarta;Fashion;-7.5582833;110.8182848
Toko Endah;Menjual Baju Dewasa Dan Celana Pendek Pria;Banjarsari;Timuran Rt2 Rw4 Banjarsari;Kuliner;-7.5680892;110.8200469
Es Degan;Es Degan;Jebres;"Pasar Ayu 
Jl.Monginsidi ";Kuliner;-7.567341;110.8189898
"Warung Makan Masakan Jawa ""Mbah Ti""";Menyediakan Makanan Dan Minuman Di Warung ;Pasar Kliwon;Kedung Lumbu;Fashion;-7.5569917;110.8227933
Penjahit Akad;Menjahit Baju Pesanan Beskap Dan Jas Laki Laki;Laweyan;Jl. Sido Luhur 69 Kwanggan Laweyan;Lain-lain;-7.5740903;110.8339677
Jasa Nitik Kancing;Jasa Nitik Kancing Pakaian;Jebres;Tegal Harjo;Lain-lain;-7.5695654;110.7909568
Material Andika Jaya;Menjual Kijing Keramik ,Pasir,Semen,Batu Bata;Pasar Kliwon;Galabo Malam;Kuliner;-7.5406588;110.8240248
Nasi Liwet Yu Temu;Nasi Liwet;Banjarsari;Timuran Rt3  Rw4  Banjarsari;Lain-lain;-7.5723714;110.8296529
Vaper Holic;Menjual Vape, Liquid, Dan Sejenisnya;Banjarsari;Punggawan Rt 3 Rw 3 Banjarsari Surakarta;Kuliner;-7.5678828;110.8205987
Gorengan Pagi;Menjual Gorengan, Nasi Bungkus, Minuman Es The;Banjarsari;Nayu;Lain-lain;-7.5588242;110.8171267
Warung Sayur Bu Pani;Menjual Sayuran;Pasar Kliwon;Mojo (Pasar Notoharjo);Fashion;-7.546725;110.8283611
Jual Beli Sepatu Isnu (Notoharjo);Menjual Sepatu Di Pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590086111111111;110.83434166666666
Jual Beli Lampu Mobil Didik (Notoharjo);Menjual Lampu Mobil Di Pasar;Pasar Kliwon;Mojo;Lain-lain;-7.5900664;110.8343415
Win Jok (Notoharjo);Menjual Jok Dipasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Fashion;-7.589497222222223;110.83275277777778
Usaha Sepatu Effendi (Notoharjo);Menjual Sepatu Di Pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590086111111111;110.83435
Ucil Jok Mobil (Notoharjo);Menjual Jok Mobil;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590091666666667;110.83433055555555
Alat Listrik Dan Bengkel Ikhlash (Notoharjo);Menjual Alat Bengkel Dan Listrik Di Pasar;Pasar Kliwon;Mojo;Lain-lain;-7.590086111111111;110.83434166666666
Berkah Jaya Asesoris Mobil (Notoharjo);Menjual Aksesoris Dan Variasi Mobil Di Pasar;Banjarsari;Pasar Nusukan;Kuliner;-7.590047222222222;110.83437777777777
Toko Kerupuk Aris;Menjual Kerupuk;Banjarsari;Pasar Nusukan;Kuliner;-7.5464174;110.8212782
Kios Kerupuk Bu Suparni (Lt2);Menjual Kerupuk;Banjarsari;Pasar Nusukan;Lain-lain;-7.5466887;110.821212
Ikan Bandeng Bu Ertin;Menjual Ikan Bandeng;Jebres;Jln Tentara Pelajar;Lain-lain;-7.546957944444444;110.82151794444444
Besi Tua Haryono;Menjual Onderdil Mobil Bekas;Jebres;Jln Tentara Pelajar;Lain-lain;-7.5547509;110.84069209972222
Besi Tua Sriyono;Menjual Onderdil Mobil Bekas;Jebres;Jalan Tentara Benih Pelajar;Lain-lain;-7.554717899722222;110.8407315
Toko Slamet;Menjual Bahan Pokok;Jebres;Tentara Genih Pelajar;Lain-lain;-7.552626194444445;110.83025338888889
Toko Gunawan;Menjual Mainan Anak;Jebres;Jalan Tentara Benih Pelajar;Kuliner;-7.553173472222222;110.83341488888888
Es Kelapa Muda A.W.P;Menjual Minuman;Jebres;Kandangsapi;Lain-lain;-7.553001;110.8329708888889
Besi Tua Hengky Eko Prasetyo;Menjual Onderdil Mobil Bekas;Banjarsari;Sumber;Lain-lain;-7.5547126;110.8407588
Warung Kelontong;Chiki, Taro, Citato, Rosta, Sari Gandum, Marimas, Jas Jus, Nutrisari, Pop Ice, Hilo. ;Banjarsari;Bibis Baru;Kuliner;-7.5444064;110.802111
Sop Varel;Menjual Sop Ayam;Banjarsari;Bibis Baru;Kuliner;-7.5533904;110.8360476
Bakso Goreng Aldi;Bakso Goreng, Tahu Bakso Goreng, Sosis Goreng, Tempura Goreng.;Pasar Kliwon;Mojo;Lain-lain;-7.553156388888889;110.83622358333334
Laundry Mbk Fadila;Jasa Seterika Pakaian;Pasar Kliwon;Mojo;Lain-lain;-7.5895639;110.8381528
Jual Gas Bu Maria;Jual Gas Elpiji;Jebres;Ngaglik Wonowoso ;Fashion;-7.5892709;110.8381928
Penjahit Bu Tami;Baju Anak Dewasa Dan Celana ;Jebres;Ngaglik Wonowoso ;Kuliner;-7.5403419;110.8367108
Warung Bu Menis;Menjual Makanan Ringan, Minuman, Dan Sembako;Jebres;Ngaglik Wonowoso ;Kuliner;-7.5422575;110.8373467
Warung Makan Mbak Thiyuk;Menjual Aneka Nasi Sayur, Sayur Asem, Nasi Bandeng Dll;Jebres;Ngaglik Wonowoso ;Lain-lain;-7.5399802;110.8376644
Toko Kelontong Pair Bening;Menjual Bahan Makanan, Snack, Rokok;Pasar Kliwon;Mertodranan;Lain-lain;-7.5395852;110.836394
Mutiara Loundry;Jasa Setrika Dan Cuci Baju;Pasar Kliwon;Semanggi;Lain-lain;-7.5789568;110.8361347
Alumunium Dan Kaca;Menjual Etalase Almunium;Pasar Kliwon;Sangkrah;Lain-lain;-7.5840367;110.83691
Rizky Laundry;Kerja Jasa Laundry Pakaian;Laweyan;Jajar;Kuliner;-7.5773744;110.8388794
Makanan Ringan;Menjual Makanan;Pasar Kliwon;Kusumodilagan ;Lain-lain;-7.5530632;110.7841078
Warung Bu Suyanti;Gas, Nasi Sayur;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Lain-lain;-7.5899063;110.8245159
Kios Sembako Ngasini;Sembako;Banjarsari;Joglo;Kuliner;-7.5534633;110.8409133
Warung Makan Nugroho;Nasi Sayur,Gorengan,Es Teh;Pasar Kliwon;Gabudan ;Kuliner;-7.5420071;110.8225601
Soto Ayam Pak Paidi Joyosuran;Soto Daging Ayam;Banjarsari;Mangkubumen Rt.02/02;Lain-lain;-7.5879856;110.8280534
Warung Klontong Dan Sembako;Menjual Kebutuhan Rumah Tangga, Dan Sembako;Pasar Kliwon;Gabudan ;Kuliner;-7.5551127;110.8164533
Aa Bavarage Joyosuran;Menjual Aneka Mimuman;Banjarsari;Shelter Kota Barat;Kuliner;-7.5880921;110.8282433
Burger Tisada;Menjual Burger;Laweyan;Kr Asem;Lain-lain;-7.5622899546112885;110.80710643961282
Toko Sembako Mbak Is;Beras, Telur, Minyak, Gandum;Jebres;Pucangsawit;Kuliner;-7.552380555555556;110.77948055555555
Warung Soto Dan Sayur;Menjual Nasi Soto Dan Sayur Dengan Menyediakan Rumah Bagian Depannya Sebagai Warung Makan;Pasar Kliwon;Dadapan Sangkrah;Kuliner;-7.5671667;110.853045
Warung Makan Mie Ayam;Mie Ayam;Banjarsari;Combong;Lain-lain;-7.5790593;110.8418002
Warung Kelontong Bu Parmi;Usaha Toko Kelontong Untuk Rumah Tangga Dan Sedikit Umkm, Seperti Gula, Beras, Bumbu Dapur, Minyak, Minuman Saset Dll;Pasar Kliwon;Gabudan;Kuliner;-7.5418316;110.8134767
Warung Kremesan Mas Banu Joyosuran;Menjual Ayam Kremes;Jebres;Perum Solo Elok Jl. Arjuna 2 B.27 Rt.04 Rw.07 Kel. Mojosongo Kec. Jebres Surakarta;Kuliner;-7.5879265;110.827993
Chandra Dewi;Membuat Rengginang;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Kriya;-7.550784069339924;110.84465988997351
Sangkar Burung Anis;Membuat Sangkar Burung;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.553555;110.8417933
Karunia Jaya;Menjual Kebutuhan Sehari -  Hari;Jebres;Gendingan;Lain-lain;-7.5813593;110.8289649
Warung Kelontong Bu Sumarsi;Jual Beras, Gula Pasir, Sabun Rokok Dan Lain Lain;Pasar Kliwon;Jl Mojo;Kuliner;-7.5643802;110.8579498
Wm Nikmat Rasa Pak Yadi;Makanan Nasi Goreng, Mie Ayam, Bakso;Jebres;Gendingan;Lain-lain;-7.55145;110.77634444444445
Laundry Amanah;Menerima Jasa Cuci Baju Dan Setrika (Laundry) ;Banjarsari;Shelter Kota Barat;Kuliner;-7.5634221;110.8571842
Spesial Ikan Bakar Agus;Menjual Aneka Makanan Olahan Ikan;Laweyan;Baron Gede Rt.1 Rw.2 Panularan;Kuliner;-7.562290670544774;110.80710463012991
Wedangan Mas Rudi;Warung Makan Dan Minum;Laweyan;Panularan Rt003 Rw028;Lain-lain;-7.5727883;110.8040072
Kelontong Laksmita;Menjual Sembako;Laweyan;Panularan Rt001 Rw004;Lain-lain;-7.5747821;110.8063065
Mul Sayuran;Menjual Sayuran;Laweyan;Panularan Rt002 Rw004;Fashion;-7.574781;110.8063069
Grosir Sprei Gorden;Menjual Pakaian;Pasar Kliwon;Sangkrah;Kuliner;-7.5747836;110.8063034
Kuliner Bu Karni;Jualan Aneka Lauk Pauk&Kuliner Tradisional;Jebres;Guwosari;Kuliner;-7.5786802;110.839716
Ayam Ayam Mbak Wik;Menjual Nasi Ayam Kremes, Kremesan, Nasi Soto Dan Aneka Minuman;Pasar Kliwon;Jl.Sasonomulyo Rt 003 Rw001 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.555869972222222;110.84569397222222
Warung Bakmi Pak Senthun;Menjual Bakmi Jawa/ Masakan Jawa;Laweyan;Panulan;Digital;-7.5764246;110.8255316
Studio Kopi;Kedai Kopi;Pasar Kliwon;Jalan Veteran No. 56 Depan Gbi Gading Gajahan Pasarkliwon Surakarta;Fashion;-7.5732027777777775;110.81296388888889
Penjahit Permak Bp. Surono;Menjahit Permak;Jebres;Jl Sibela Tengah I/2 Rt 02 Rw 24;Lain-lain;-7.583418199722222;110.82457019972222
Toko Kelontong;Menjual Perlengkapan Kebutuhan;Jebres;Jl Tambora Raya 11 Rt 04 Rw 22 Mojosongo ;Kuliner;-7.5373849;110.8439456
Warung Soto;Menjual Soto Ayam Dan Ketoprak ;Banjarsari;Jl. Pemugaran Utama No. 16 Kadipiro Banjarsari ;Kuliner;-7.5349254;110.8406284
Warung Makan Ijo;Menjual Makanan Siap Saji;Pasar Kliwon;Sawahan Sangkrah;Fashion;-7.5399855;110.8193048
Desi Purwandani;Ambil Bahan Kani Potong Jahit  ;Jebres;"Jl. A. R. Hakim
Kepatihan Kulon";Kuliner;-7.5785373;110.8404278
Warung Bu Sri Suyamti;Menjual Nasi Sayur, Es Teh, Es Jeruk Dan Minuman Sachetan;Pasar Kliwon;Sangkrah Rt 01 Rw 01, Pasar Kliwon, Surakarta ;Lain-lain;-7.5610046;110.8303781
Peternakan Ayam Jawa Pak Hadi;Jasa Pemotongan Ayam Jawa Atau Rumah Potong;Jebres;Kepatihan Kulon;Lain-lain;-7.5753522;110.8406889
Bintang Hampers;Menjual /Menerima Pesanan Box Souvenir(Hampers) ;Pasar Kliwon;Sangkrah;Kuliner;-7.561639;110.8297543
Warung Dhe Sri;Jualan Aneka Minuman Es, Gorengan& Snack Ringan;Pasar Kliwon;Sangkrah Rt 01 Rw 07, Pasar Kliwon, Surakarta;Kuliner;-7.5793586;110.8392494
Warung Mas Ateng;Menjual Berbagai Macam Makanan Ringan ;Pasar Kliwon;Sangkrah Rt 01 Rw 01, Pasar Kliwon, Surakarta ;Lain-lain;-7.5762675;110.8398407
Alat Olahraga;Membuat Alat Olahraga ;Pasar Kliwon;Sangkrah;Lain-lain;-7.5751592;110.8378567
Yuni Salon;Potong Rambut Pria&Wanita;Pasar Kliwon;Sangkrah;Kuliner;-7.5766171;110.8346164
Soto Seger Demangan;Menjual Aneka Lauk, Soto& Timlo;Jebres;Kepatihan Kulon;Kuliner;-7.576961;110.8384858
Jadah Blondro Kamsuli;Menjual Jadah Blondro;Jebres;Purwopuran;Lain-lain;-7.562386;110.8296111
Kusuma Laundry;Laundry Pakaian Dewasa Dan Anak Anak;Jebres;Rejosari;Kuliner;-7.564869;110.8375219
Warung Makan Bu Rini;Menjual Makanan;Pasar Kliwon;Pasar Tunggul Sari, Sampangan, Pasar Kliwon, Surakarta ;Lain-lain;-7.5634194;110.8425283
Empon Empon Bu Parmi;Menjual Bumbu Dapur;Pasar Kliwon;Sangkrah;Kuliner;-7.5751793;110.8360573
Telur Asin Ajid;Membuat Telur Asin & Pennyuplai Telur Bebek;Pasar Kliwon;Sangkrah;Kuliner;-7.5791395;110.8393198
Angkringan Pak Tato;Jualan Wedangan/Angkringan;Pasar Kliwon;Sangkrah;Fashion;-7.5770489;110.8416405
Jahit Konveksi Mbak Ipuk;Obras Kaos Oblong;Pasar Kliwon;Sangkrah;Kuliner;-7.5790029;110.8397343
Lenjongan Bu Poniyem;Menjual Aneka Jajanan Tradisional;Pasar Kliwon;Semanggi;Lain-lain;-7.5782824;110.8423187
Warung Sembako Alkhalesha;Menjual Sembako;Pasar Kliwon;Semanggi;Fashion;-7.5852549;110.8381607
Modeste Tailor;Menjahit Busana;Pasar Kliwon;Semanggi;Lain-lain;-7.5849085;110.8382199
Warung Buk Pit;Menjual Sembako;Jebres;Jl. Marshella (Utara Dr. Burhan) ;Kuliner;-7.586452;110.8393848
Warung Mas Kus;Menjual Nasi Sayur Dan Es Teh/Jeruk;Pasar Kliwon;Sangkrah ;Fashion;-7.5624122;110.8301652
Komar Kaos;Membuat Baju Sesuai Pesanan;Serengan ;Tipes;Fashion;-7.5786882;110.8379692
Daster Sambung;Membuat Daster Sambung Dari Kain Perca;Pasar Kliwon;Sangkrah Rt 04 Rw 03, Pasar Kliwon, Surakarta;Kuliner;-7.5800133;110.8055017
Aneka Kue Ibu Yuni;Mengolah Berbagai Kue Donat, Lapis, Dll;Pasar Kliwon;Gambuhan Rt003 Rw 002 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5729511;110.8354445
Mie Bledheg Mbak Sum;Menjual Mie Diolah Menjadi Mie Rebus Dan Mie Goreng ;Jebres;Kampung Rejosari ;Lain-lain;-7.5760883;110.8246202
Warung Klontong;Warung Klontong ;Laweyan;Reksogadan;Kuliner;-7.5626495;110.8390868
Kedai Es Mbak Ning;Jual Beli Aneka Minuman;Laweyan;Reksogadan;Kuliner;-7.5697072;110.8020378
Warmindo Lawe;Jual Nasi Dan Minum;Jebres;Purwoprajan;Kuliner;-7.5696103;110.8018082
Warung Makan Alya;Menjual Nasi Sayur, Lauk-Pauk Dan Minuman;Laweyan;Mondokan;Kuliner;-7.55943;110.8407358
Seblak Mantull Betull;Menjual Seblak Secara Online Maupun Offline;Laweyan;Mondokan;Lain-lain;-7.558476;110.8442845
Warung Mantul;Menjual Bahan Makanan, Snack, Bahan Minuman Dan Barang Kebutuhan Rumah Tangga Lainnya;Jebres;Jln.  Brigjen Katamso;Kuliner;-7.5584763;110.8442854
Ayam Pok-Pik;Menjual Nasi Ayam;Jebres;Rejosari;Kuliner;-7.5565076;110.8385139
Bakso Cinlok Dan Es Mas Dwi;Penjual Cinlok Dan Es;Pasar Kliwon;Semanggi;Kuliner;-7.5635176;110.8422201
Bakso Goreng Mas Pur;Menjual Bakso Goreng;Pasar Kliwon;Semanggi;Kuliner;-7.5863624;110.8384156
Warung Mbak Mur;Menjual Makanan Kecil Dan Berbagai Macam Es;Pasar Kliwon;Jl. Mahesosuro;Lain-lain;-7.5863626;110.8384236
Warung Bu Har;Menjual Kebutuhan Sehari-Hari;Jebres;"Jl. Arifin 99
Kepatihan Kulon Jebres
Surakarta";Kuliner;-7.577336111111111;110.82319722222222
Warung Makan Ayem;Menjual  Nasi Goreng, Bakmi Goreng/Godog, Mihun Goreng/Godog;Pasar Kliwon;Semanggi;Lain-lain;-7.5622161;110.8315514
Warung Bu Sum;Menjual Sembako;Laweyan;Mondokan;Kuliner;-7.5816188;110.8379902
Warung Makan Bu Pur;Menjual Nasi Sayur, Lauk Pauk, Buah Potong Dan Aneka Minuman;Laweyan;Panularan Rt003 Rw004;Fashion;-7.558517;110.8440608
Penjahit Parini;Vermak Pakaian;Laweyan;Panularan Rt006 Rw004;Digital;-7.5747806;110.8062992
Agustincell;Menjual Pulsa;Banjarsari;Gambirsari;Lain-lain;-7.5747787;110.8062979
Warung Klontong Mb Endang;Menjual Minyak Goreng,Susu,Mie Dll;Banjarsari;Nayu;Kuliner;-7.5438392;110.8294846
Snack Mbak Nitta;Menjual Snack Markuni;Jebres;Ngemingan;Kuliner;-7.5468836;110.8279269
Wedang Kacang Putih Bu Yatmi;Menjual Makanan Dan Minuman ;Laweyan;Purwonegaran ;Kuliner;-7.5614480833333335;110.83903502777778
"Onde"" Poshita";"Membuat Dan Menjual Onde""";Laweyan;Purwonegaran;Lain-lain;-7.5656878;110.8100498
Por Pholis Pembersih Keramik;Menjual Pembersih Keramik;Jebres;Kepuh Sari Rt 02 Rw 38 ;Kuliner;-7.5669385;110.8128938
Wedangan Bu Umi;Menjual Makanan ;Jebres;Tambora ;Desain;-7.5361354;110.8492084
Galery Art;Menyediakan Bahan Baku Untuk Percetakan;Pasar Kliwon;Sangkrah Rt 05 Rw 09, Pasar Kliwon, Surakarta ;Kuliner;-7.5355816;110.8409647
Jamu Pak Sutrisno;Mengolah Jamu Tradisional;Pasar Kliwon;Gajahan;Kuliner;-7.5778081;110.8376296
Jasuke Super Joss;Membuat Olahan Jagung;Pasar Kliwon;Jalan Veteran No. 56 Depan Gbi Gading Gajahan Pasarkliwon Surakarta;Kuliner;-7.582542916666666;110.82341002777778
Warung Makan Bu Sri Mulyani;Menjual Aneka Makanan;Pasar Kliwon;Jalan Am Sangaji No 1 Gajahan Pasarkliwon Surakarta;Kuliner;-7.583341199722222;110.8244916
Kue Leker Mbah Rusmani Gajahan;Menjual Kue Leker;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5816537;110.82322209972222
Karak Gendar Bibit Legi;Membuat Karak Gendar;Banjarsari;Dukuhan Nayu 02/08 Joglo Banjarsari Solo Jateng;Lain-lain;-7.5467403;110.8289742
Griptape Skateboard;Membuat Griptape Skateboard;Serengan ;Jl. Tejonoto Jogosuran Rt 03 Rw 05;Fashion;-7.5468422;110.8291196
Asha Kidswear;Produksi Pakain Jadi ;Banjarsari;Dukuhan Nayu Rt 01 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5874027;110.8233974
Ceker Njengat;Membuat Masakan & Menjualnya;Banjarsari;Gremet Jl. Srikatan 2 ;Kuliner;-7.5468;110.8290764
Saung Uleg;Warung Makanan;Jebres;Perum Tiara Ardi Blok D No 8 Rt 04 Rw 35 Mojosongo Jebres Soll;Kuliner;-7.5566314;110.8026367
Juice Salad Buah You Good;Makanan Dan Minuman;Serengan ;Teposanan;Lain-lain;-7.5482025;110.8521566
Pisang Coklat Bu Saroh;Membuat Dan Membuat Jajanan Dari Buah Pisang;Jebres;Rejosari;Lain-lain;-7.5696941;110.815647
Warung Klontong Bu Titik;Warung Kelontong;Jebres;Purwopuran;Kuliner;-7.5636067;110.8424145
Rengginan Mbah Marto;Produksi Rengginan Dengan Merk Mbah Marto;Jebres;Kepatihan Kulon;Lain-lain;-7.5638305;110.837081
Warung Kelontong Pak'E;Menjual Teh, Sabun, Pasta Gigi, Gula;Pasar Kliwon;Semanggi;Lain-lain;-7.5654869;110.8285306
Toko Sembako Mbak Maya;Menjual Sembako;Banjarsari;Nayu;Kriya;-7.5865407;110.8376469
Kerajinan Aquarium Mas Hafis;Menjual Aquarium;Jebres;Kandangsapi;Kuliner;-7.5458759;110.8267806
Wedangan Pakde;Menyediakan Nasi Bungkus, Gorengan, Snack, Sayur Dan Aneka Minuman;Pasar Kliwon;Pasar Klewer F9;Kuliner;-7.5568428;110.8393275
Es Gempol Pleret Dan Dawet Ibu Suliyem Klewer;Menjual Es Dari Gempol;Pasar Kliwon;Jalan Veteran No 52 Gajahan Pasarkliwon Surakarta;Kuliner;-7.575341222222222;110.82602691666666
Seru Nih;Menjual Aneka Makanan Dan Minuman;Pasar Kliwon;Gajahan Rt 02 Rw 01 Gajahan Pasarkliwon Surakarta;Kuliner;-7.583510399722222;110.82457599972223
Gado-Gado Terkuat Gajahan;Menjual Gado-Gado;Pasar Kliwon;Sangkrah;Kuliner;-7.582326799722222;110.8244576
Sate Kambing Mbak Tari;Vermak Pakaian;Banjarsari;Nayu;Kuliner;-7.5774187;110.838598
Beliuk Espo Daster;Menjual Daster;Banjarsari;Rajosari;Lain-lain;-7.5466588;110.8274498
Warung Klontong Bu Anna;Warung Kelontong;Jebres;Rejosari;Lain-lain;-7.5634103;110.8414314
Warung Klontong Anugrah;Warung Kelontong;Banjarsari;Nayu;Lain-lain;-7.5633683;110.8420909
Warung Klontong Bu Tarjo;Menjual Minyak Goreng,Gula,Susu,Sabun Cuci,Sabun Mandi,Dll;Jebres;Rejosari;Lain-lain;-7.5462177;110.8279994
Warung Klontong Bu Samiyem;Warung Kelontong;Jebres;Rejosari;Lain-lain;-7.5635869;110.8412146
Warung Klontong Bu Lestari;Warung Kelontong Bu Lastri;Jebres;Jl Rinjani Dalam Iv No 18;Kuliner;-7.5640186;110.8423702
Warung Mbak Gita;Menjual Tempura , Gorengan , Dan Pop Ice ;Jebres;Lompo Batang;Kuliner;-7.538657;110.8410059
Pukis Kinanti;Menjual Pukis Dengan Toping;Jebres;Lompo Batang;Kuliner;-7.5357114;110.8402661
Raja Pisang;Makanan Serba Pisang Bertoping;Jebres;Tegalharjo Rt 03/06;Kuliner;-7.5357152;110.8402649
Kue Apem;Jasa Pesanan Apem;Banjarsari;Pasar Legi;Lain-lain;-7.5580469;110.8344066
Gerabatan Ibu Suliyani;Menjual Sayur Dan Bahan Pokok;Banjarsari;Pasar Legi Blok Ka.17 Ka.18;Kuliner;-7.5631915;110.8246399
Bakso Sarno;Menjual Bakso Di Pasar Legi;Pasar Kliwon;Kampungbaru Rt 01 Rw 06 Kota Surakarta;Kuliner;-7.5626906;110.8249597
Bridge'S Kitchen;Penjualan Nasi Box Ayam Goreng Dan Ayam Bakar Via Ojek Online;Jebres;Jl.Damar,Kepatihan Wetan;Kuliner;-7.5654244;110.8278529
Es Polar;Delivery Es Polar;Jebres;Tegalharjo Rt.04 Rw.05, Tegalharjo, Jebres, Surakarta ;Fashion;-7.5646125;110.8333989
Jahit Bu Mangesti;Menyediakan Daster Untuk Dijual;Jebres;Tegalharjo Rt.04 Rw.04, Tegalharjo, Jebres, Surakarta ;Kuliner;-7.5609787;110.8327864
Warung Makan Pak Kumis;Menjual Makanan Gorengan Berbagai Jenis;Pasar Kliwon;Sewu Rt 03 Rw 03;Fashion;-7.5605446;110.8325407
Penjahit Risma;Jasa Menjahit Pakaian;Pasar Kliwon;Kampungbaru Rt 01 Rw 06;Fashion;-7.5716702;110.8440074
Penjahit Mx Suryadi;Jasa Menjahit Kemeja, Batik, Celana Panjang, Jas;Pasar Kliwon;Jalan Wentar Rt 01 Rw 06 Kampungbaru;Lain-lain;-7.5654387;110.8278553
Bengkel Bubut Prakosa Tehnik;Jasa Bubut, Miling, Dan Las ;Jebres;Posanan Rt 01/06 Jebres Surakarta;Kuliner;-7.5652919;110.8279645
Aneka Gorengan;Berjualan Gorengan( Tempe, Tahu, Pisang Goreng Dll);Jebres;Sudiroprajan;Digital;-7.5582549;110.8330908
Jejepeach_Shop;Menjual Kaset Album Artis Kpop;Jebres;Kalirahman;Kuliner;-7.5702981;110.8352909
Dapur Alhesa;Membuat Snack, Kue;Jebres;Kalirahman;Kuliner;-7.572424;110.8374021
Intip Mbah Yati;Membuat Makanan Intip;Jebres;Kalirahman;Lain-lain;-7.572435;110.8373877
Warung Pak Rusdi;Warung Kelontong (Mie Instant, Kopi Sascet, Gula, Teh, Beras);Jebres;Kandamgsapi;Kuliner;-7.5723911;110.8380032
Kunir Asem Bu D Jenggot;Membuat Minuman Kunir Asem;Pasar Kliwon;Kedung Lumbu;Lain-lain;-7.5576094;110.840442
Harmini;Jual Sayur;Banjarsari;Pasar Legi;Lain-lain;-7.5755339;110.8306065
Ayam Potong Bu Suparmi;Menjual Ayam Potong Dan Tahu Bakso;Pasar Kliwon;Semanggi;Lain-lain;-7.5628014;110.8249765
Toko Mbk Indah;Menjual Sembako;Jebres;Petoran;Lain-lain;-7.5835408;110.8370569
Cmc Comp;Menyediakan Jasa Pengetikan Dokumen, Mencetak Dokumen, Dan Jual Beli Alat Tulis Kantor;Serengan ;Joyotakan;Digital;-7.558652499722222;110.8459852
Rental Savana;Rental;Serengan ;Joyotakan;Lain-lain;-7.5927786;110.8202552
Toko Kelontong Flokez;Jualan Bahan Pokok;Jebres;Tegalharjo Rt 03/06 Jebres, Surakarta;Lain-lain;-7.5927687;110.8202586
Toko Kelontong Fredy;Berjualan Sembako Meliputi Rokok, Beras, Minyak;Jebres;Mijen;Kuliner;-7.5588824;110.834212
Lotis Dan Es Mbak Sur;Menjual Lotis, Rujak Dan Es;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Fashion;-7.5684422;110.8347039
Penjahit Nanik;Menjahit Pakaian ;Banjarsari;Sumber Nayu Rt 01 Rw 06 Joglo Banjarsari ;Kuliner;-7.5465238;110.8290897
Nasi Goreng Mas Kim;Menjual Nasi Goreng ;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5461891;110.8288098
Onde Onde Kumbu Edarmi;Membuat Onde2 Kumbu;Banjarsari;Dukuhan Nayu Rt 02 Rw 08 Joglo Banjarsari Solo Jateng;Kuliner;-7.5467773;110.8292946
