Nama;Kegiatan;Kecamatan;Wilayah;Kategori;lat;lng
Rumah Biting Jauza;Memproduksi dan menjual mie lidi;Surakarta;Surakarta;Surakarta;-7.5670878;110.8566962
Kios Tanaman Hias Bunga Sari;Menjual tanaman hias;Surakarta;Surakarta;Surakarta;-7.5683171;110.8595972
Tanaman Hias Kios 6;Menjual tanaman hias, pot bunga serta perlengkapan air mancur;Surakarta;Surakarta;Surakarta;-7.5683611;110.8595491
Juice Putra Zahra;jualan es juice;Surakarta;Surakarta;Surakarta;-7.5872517;110.8342376
Toko Kelontong Bu Sumarni;Menjual kebutuhan sembako serta alat tulis;Surakarta;Surakarta;Surakarta;-7.5662085;110.8555336
Salon Tiara;Menjalankan jasa salon dan tata rias rambut;Surakarta;Surakarta;Surakarta;-7.5654163;110.8558814
Wedangan Mas Firgi;menjual nasi bungkus aneka minumaan dan makanan kecil;Surakarta;Surakarta;Surakarta;-7.5841454;110.8358344
Snack Via;membuat snack prastel, sosis, ager2, dll;Surakarta;Surakarta;Surakarta;-7.5811172;110.8348443
Sehatea;jual es teh di bazaar;Surakarta;Surakarta;Surakarta;-7.5810034;110.8350228
Toko Kelontong Sinawung;jual sembako, makanan ringan, minuman;Surakarta;Surakarta;Surakarta;-7.5806867;110.8347468
Warung Beras Pak Ali;Menjual sembako (beras) ;Surakarta;Surakarta;Surakarta;-7.5606402;110.8232486
Harsini;membuat pakaian;Surakarta;Surakarta;Surakarta;-7.539424;110.8362596
Laundry Bu Sumiyem;menyediakan jasa mencuci dan setrika pakaian secara manual di rumah;Surakarta;Surakarta;Surakarta;-7.558406805555555;110.84728238888889
Meja Dan Kaca Rias Pak Basuki;membuat pigura lukisan, kaca cermin, meja kecil;Surakarta;Surakarta;Surakarta;-7.559597;110.84775541666667
Kue Jajan Pasar Bu Dyah Eni;membuat snack / keleman;Surakarta;Surakarta;Surakarta;-7.558406805555555;110.84728238888889
Wedangan Pak Pudi;menjual makanan dan minuman di kedai;Surakarta;Surakarta;Surakarta;-7.560534027777778;110.84709166666667
Tenongan Bu Harni;membuat aneka makanan tenongan dan aneka nasi untuk pasokan para pedagang tenongan.;Surakarta;Surakarta;Surakarta;-7.5541086;110.8594131
Warung Bu Har Sop Matahari Dan Ayam Kremes;menjual aneka makanan nasi sayur dll;Surakarta;Surakarta;Surakarta;-7.5544131;110.8585601
Es Degan Mas Jum;menjual es degan dan nasi aayur;Surakarta;Surakarta;Surakarta;-7.554473;110.8583529
Kanaya Loundry;mencuci pakaian para pelanggan;Surakarta;Surakarta;Surakarta;-7.5525811;110.861258
Warung Makan Prasmanan;menjual nasi sayur dan aneka minuman;Surakarta;Surakarta;Surakarta;-7.5540463;110.8640757
Nasi Sayur Bu Tini;menjual aneka makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5639865;110.8477331
Zahra Peyek;membuat rempeyek dari kacang dan ikan asin;Surakarta;Surakarta;Surakarta;-7.554122;110.8618802
Toko Berkah Jaya;menjual aneka kebutuhan rumah tangga atau keperluan sehari hari atau barang kelontong;Surakarta;Surakarta;Surakarta;-7.5639865;110.8477331
Warung Makan Ika;menjual nasi sayur dan aneka minuman dan disediakan tempat untuk makan di tempat;Surakarta;Surakarta;Surakarta;-7.5506298;110.8606141
Doken Collection;beli bhn kain batik textil ukur pola potong jahit kemas label jual;Surakarta;Surakarta;Surakarta;-7.5802021;110.8413186
Gust Collection;beli bhn kain batik perca. ukur potong jahit  kemas jual ;Surakarta;Surakarta;Surakarta;-7.5790468;110.8418011
Galeri Kecil Udin Nyleneh;bembuat desain menrt pesanan proses kirim ambil konsumen;Surakarta;Surakarta;Surakarta;-7.5790457;110.8418014
Dawet Jawa Bulek Budi;menjual dawet;Surakarta;Surakarta;Surakarta;-7.5795876;110.8394942
Wedangan;menjual makanan dan minuman;Surakarta;Surakarta;Surakarta;-7.5793672;110.8410859
Berkat Laundry;pakaian kotor;Surakarta;Surakarta;Surakarta;-7.5790454;110.8418014
Dapur Bu Achees;menjual soto dan lauk pauk di warung;Surakarta;Surakarta;Surakarta;-7.5755442;110.8382869
Prastel;membuat dan menjual prastel;Surakarta;Surakarta;Surakarta;-7.5751051;110.8381112
Sayur Segar Mbak Merry;menjual aneka sayuran segar/bumbu dapur;Surakarta;Surakarta;Surakarta;-7.5752606;110.8359551
Nasi Bandeng/Lombok Ijo Mb Darsi;memasak nasi juga lauk(bandeng sambel/Lombok ijo)menyediakan sarapan nasi bungkus (pagi);Surakarta;Surakarta;Surakarta;-7.5765109;110.8368767
Sayur Matang / Latengan;mengolah berbagai masakan ;Surakarta;Surakarta;Surakarta;-7.57903;110.839105
Toko Kelontong;menjual aneka sembako dan gas elpiji melon;Surakarta;Surakarta;Surakarta;-7.547873;110.81512869444444
Ambon Cell;melayani pembelian pulsa reguler, kuota internet, pembayaran listrik dll dan servis handphone.;Surakarta;Surakarta;Surakarta;-7.548060194444444;110.81748019444444
Arizona Laundry;jasa laundry;Surakarta;Surakarta;Surakarta;-7.547571777777778;110.81489769444444
Warung Kelontong Bu Suriptinah;menjual perlengkapan sehari-hari;Surakarta;Surakarta;Surakarta;-7.575483333333334;110.82655
Wedang Ronde;Menjual minuman;Surakarta;Surakarta;Surakarta;-7.575483333333334;110.82655
Alya Ramlan Collection;menjual pakaian;Surakarta;Surakarta;Surakarta;-7.575597222222222;110.82665833333333
Sembako Bu Suratinah;menjual makanan dan sembako;Surakarta;Surakarta;Surakarta;-7.5746431;110.8064061
Bengkel Motor;REPARASI SEPEDA MOTOR;Surakarta;Surakarta;Surakarta;-7.5850337;110.8354632
Kios Pakain Riyani;Menjual berbagai macam jenis pakaian dewasa dan anak anak;Surakarta;Surakarta;Surakarta;-7.5630291;110.8382654
Kios Pakaian Devi;menjual berbagai macam jenis pakaian dewasa dan anak anak;Surakarta;Surakarta;Surakarta;-7.5630557;110.8383044
Toko Kelontong Bu Sugiyarni;menjual aneka kebutuhan rumah tangga ( sembako );Surakarta;Surakarta;Surakarta;-7.5536585;110.8313744
Soto Ayam Bu Sum;menjual nasi soto;Surakarta;Surakarta;Surakarta;-7.575141666666667;110.82601944444444
Es Thegan;menjual kelapa muda;Surakarta;Surakarta;Surakarta;-7.582083333333333;110.82538055555555
Bakso Bakar Pak Yat;menjual bakso bakar;Surakarta;Surakarta;Surakarta;-7.580455555555556;110.82322777777777
Bakso Goreng Aluna;menjual makanan;Surakarta;Surakarta;Surakarta;-7.4957129;110.8066037
Aneka Kue Basah Ibu Azizah;menjual aneka kue basah;Surakarta;Surakarta;Surakarta;-7.5784337;110.8347452
Penjahit Inung;menjahit mukena;Surakarta;Surakarta;Surakarta;-7.5836004;110.8278615
Toko Kelontong Ida;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5830476;110.8289668
Ayam Bakar Agung Jaya;menjual ayam bakar;Surakarta;Surakarta;Surakarta;-7.5843192;110.8278342
Sumsum Mila;menjual bubur tepung;Surakarta;Surakarta;Surakarta;-7.5778613;110.8314493
Warung Pecel;menjual aneka masakan;Surakarta;Surakarta;Surakarta;-7.5779008;110.8316418
Java Arloji;menjual arloji;Surakarta;Surakarta;Surakarta;-7.5837962;110.8267004
Warung Mbah Min;menjual minuman dan chiki2 jajanan anak;Surakarta;Surakarta;Surakarta;-7.5522887;110.7822705
Warung Bakmi Palugunan;menjual masakan;Surakarta;Surakarta;Surakarta;-7.5776829;110.8338819
Kios Sembako Berkah;menjual kebutuhan pokok rumah tangga;Surakarta;Surakarta;Surakarta;-7.5838889;110.8265981
Penjahit Bu Enggar;menjahit pakaian;Surakarta;Surakarta;Surakarta;-7.5746864;110.8063867
Kios Bu Titik;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5837108;110.826531
Penjahit Meita;membuat pakaian;Surakarta;Surakarta;Surakarta;-7.5746939;110.8063867
Yhant Reklame;membuat neon box, reklame, spanduk ;Surakarta;Surakarta;Surakarta;-7.5715797;110.8282569
Kios Pakaian;Menjual berbagai jenis pakaian jadi dewasa ;Surakarta;Surakarta;Surakarta;-7.5630430833333335;110.8383255
Kios Plastik Dan Bahan Roti Bagus;menjual bahan roti;Surakarta;Surakarta;Surakarta;-7.583599;110.8263178
Kios Pakaian;Menjual berbagai macam pakaian ;Surakarta;Surakarta;Surakarta;-7.563179944444444;110.83825683333333
Kelontong Saliyati;menjual bahan makanan pokok;Surakarta;Surakarta;Surakarta;-7.5833885;110.8266227
Usaha Beras Pak Mulyoto;menjual beras;Surakarta;Surakarta;Surakarta;-7.5835583;110.8267969
Jual Ayam Pak Anton;menjual ayam;Surakarta;Surakarta;Surakarta;-7.5835803;110.8266942
Kios Sayuran;menjual berbagai macam sayuran segar ;Surakarta;Surakarta;Surakarta;-7.563206222222222;110.83825683333333
Toko Kelontong Bu Tun;jualan gula, gandum, mie, minyak, aneka jajanan ;Surakarta;Surakarta;Surakarta;-7.5540754;110.8312265
Warung Bu Amik;menjual keb sehari hari;Surakarta;Surakarta;Surakarta;-7.5479705;110.7828627
Nasi Sayur Pak Jo;menjual nasi sayur;Surakarta;Surakarta;Surakarta;-7.5489202;110.7841721
Sate Kambing Pak Man;menjual sate kambing;Surakarta;Surakarta;Surakarta;-7.5501464;110.7834747
Wedangan Ngisor Tower;menjual wedangan/angkringan;Surakarta;Surakarta;Surakarta;-7.549043;110.780963
Toko Sembako Jaya;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5552987;110.7796701
Ayam Nakar Lestari;menjual ayam bakar;Surakarta;Surakarta;Surakarta;-7.5478918;110.7828325
Es Degan Mbak Ika;menjual muniman es degan;Surakarta;Surakarta;Surakarta;-7.5477542;110.7828474
Warung Sayur Pak Dimin;menjual sayur dan sembako;Surakarta;Surakarta;Surakarta;-7.5507417;110.7830979
Kost 27;kost kostan 15 kamar;Surakarta;Surakarta;Surakarta;-7.5499343;110.7812947
Toko Cyfro;menjual snack makanan kiloan;Surakarta;Surakarta;Surakarta;-7.5571321;110.7790737
Toko Obras Daliman;menjual alat untuk keperluan penjahit;Surakarta;Surakarta;Surakarta;-7.5520799;110.779398
Fandi Yulianto;Warung Makan;Surakarta;Surakarta;Surakarta;-7.5549599;110.7814185
Usaha Sambel Mbak Yuli;Membuat sambal dirumah;Surakarta;Surakarta;Surakarta;-7.5886753;110.8301903
Tailor Hartini;menjahit pakaian dirumah;Surakarta;Surakarta;Surakarta;-7.5886804;110.8301898
Nasi Bungkus Mbak Lanjar;Membuat nasi bungkus dirumah;Surakarta;Surakarta;Surakarta;-7.5894847;110.8394593
Kue Leker;tepung telor air di cmpur .meses pisang air untuk isinya dimasak dengan mangkuk tanah jual;Surakarta;Surakarta;Surakarta;-7.5790454;110.8418027
Bubur Jagung Bang Zanky;Menjual Bubur Jagung;Surakarta;Surakarta;Surakarta;-7.5790782;110.8397098
Warung Wedangan Totok; menjual nasi dan lain lain;Surakarta;Surakarta;Surakarta;-7.58049;110.8417717
Sablon (Priting )Batik;beli bhn baku kain polos putih textil .terima pesanan sesuai permintaan bikin plankan  motif sablon jemur cuci setor;Surakarta;Surakarta;Surakarta;-7.5790473;110.841801
Warung Sayur;beli bhn sayur  mayur tahu tempe ikan telur dsb olah masak sajikan jual ;Surakarta;Surakarta;Surakarta;-7.5790453;110.8418011
Mbak Nur Widiyati(Grosir Snack);menjual grosir aneka Snack(chiki);Surakarta;Surakarta;Surakarta;-7.5752667;110.8359383
Acc Teknik;jasa servis;Surakarta;Surakarta;Surakarta;-7.558435;110.8027622
Warung Bu Minuk;menjual aneka makanan;Surakarta;Surakarta;Surakarta;-7.551782701747304;110.81857362800359
Rm Mbak Yani;menjual aneka makanan;Surakarta;Surakarta;Surakarta;-7.5517852581125;110.81857286898577
Wm Bu Budi;menjual makanan;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Warung Makan Dan Oleh Oleh Pak Tejo;menjual aneka makanan dan oleh oleh;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Kios Pak Nur;menjual aneka busana;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Kios Prasojo;menjual aneka barang kebutuha;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Oleh Oleh Pak Tejo;menjual barang oleh oleh;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Sinden;menjual aneka barang;Surakarta;Surakarta;Surakarta;-7.551786816755589;110.81857722107812
Embong Game Store Souvenir;menjual aneka souvenir;Surakarta;Surakarta;Surakarta;-7.551784976481247;110.81858036096511
Warung Mbk Ifah;menjual aneka kebutuhan;Surakarta;Surakarta;Surakarta;-7.551784976481247;110.81858036096511
Toko Ifah;menjual oleh oleh;Surakarta;Surakarta;Surakarta;-7.551784976481247;110.81858036096511
Toko Roti Karti;menjual aneka roti;Surakarta;Surakarta;Surakarta;-7.551787859235725;110.81858883013894
Toko Oleh Oleh Bu Mul;menjual aneka oleh oleh;Surakarta;Surakarta;Surakarta;-7.551787650987616;110.81858842824094
Warno Cell;menjual pulsa;Surakarta;Surakarta;Surakarta;-7.551782311783596;110.81858254628058
Toko Klontong Bu Nik;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.551782311783596;110.81858254628058
Kue Serabi;menjual serabi;Surakarta;Surakarta;Surakarta;-7.572655;110.8298069
Es Dawet;menjual es dawet;Surakarta;Surakarta;Surakarta;-7.5727268;110.8299493
Aris Nuyadi;menjual kue krepes;Surakarta;Surakarta;Surakarta;-7.5728206;110.8298169
Warung Klontong Dafa;menjual gas, rokok, bensin;Surakarta;Surakarta;Surakarta;-7.5770581;110.8362735
Toko Kelontong Bu Wiyati;menjual sembako dirumah;Surakarta;Surakarta;Surakarta;-7.5887558;110.8301553
Tahu Kupat;beli bahan tahu  sayuran  kupat dst dasarkan ;Surakarta;Surakarta;Surakarta;-7.57973;110.8416653
Wedangan Mas Gendon;menjual nasi gorengan dan es didepan rumah;Surakarta;Surakarta;Surakarta;-7.5866709;110.8312545
Penjahit Rahab;menjahit pakaian ;Surakarta;Surakarta;Surakarta;-7.5694029;110.8264687
Ice Cream Bu Tini;menjual ice cream;Surakarta;Surakarta;Surakarta;-7.5746647;110.8063629
Sayuran Bu Sri;menjual sayuran  segar;Surakarta;Surakarta;Surakarta;-7.5745523;110.8064583
Warung Makan Utami;menjual nasi goreng,nasi kikil mercon,nasi ayam dan minuman;Surakarta;Surakarta;Surakarta;-7.5548861;110.8247363
Slamet Bandeng;menjual ikan bandeng;Surakarta;Surakarta;Surakarta;-7.5746778;110.8063712
Jeruk Manis Sarohni;"menjual buah""an";Surakarta;Surakarta;Surakarta;-7.5746639;110.8064386
Ayam Potong Yasmin;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.4956859;110.8064756
Soto Bu Rejeb;menjual nasi  lauk dan soto;Surakarta;Surakarta;Surakarta;-7.574425;110.805801
Sayuran Segar Bu Yatmi;wortel, tomat, kol ;Surakarta;Surakarta;Surakarta;-7.5746945;110.8063728
Timlo Kangen;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746424;110.8063512
Jeruk Manis;menjual buah;Surakarta;Surakarta;Surakarta;-7.495597;110.8066593
Dapoer Oemi;menjual makanan;Surakarta;Surakarta;Surakarta;-7.4956919;110.8067523
Bumbon Bu Ngatini;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.574648;110.8063468
Tempe Buntal Bu Muryati;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.5746451;110.8063546
Jual Sate Ayam;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746281;110.8063647
Nasi Sayur;menjual makanan;Surakarta;Surakarta;Surakarta;-7.4956621;110.8067078
Bumbu Bu Sarni;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.4956621;110.8067078
Jual Perabotan Gerabah Sapu;menjual perabotan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5746392;110.8063519
Daun Pisang Pak Dalwan;menjual pembungkus makanan;Surakarta;Surakarta;Surakarta;-7.5746392;110.8063519
Bandeng Bu Harti;menjual ikan;Surakarta;Surakarta;Surakarta;-7.4956456;110.8067318
Krupuk Putih;menjual makanan;Surakarta;Surakarta;Surakarta;-7.4956209;110.8066671
Perabotan Plastik Bu Sumiyati;menjual perabotan rumah tangga;Surakarta;Surakarta;Surakarta;-7.574648;110.8063468
Kios Perabotan Plastik;menjual perabotan plastik;Surakarta;Surakarta;Surakarta;-7.5746558;110.8063382
Sembako Sanyani;menjual bahan makanan;Surakarta;Surakarta;Surakarta;-7.5746149;110.8063323
Wedangan Atin;menjual minuman;Surakarta;Surakarta;Surakarta;-7.4959242;110.80659
Kios Buah Madiyani;menjual buah;Surakarta;Surakarta;Surakarta;-7.5746227;110.8064717
Tenongan Bu Sis;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5747005;110.8063873
Jual Pisang Bu Sutini;menjual pisang;Surakarta;Surakarta;Surakarta;-7.5746418;110.8063536
Kios Telur Joko;menjual telur;Surakarta;Surakarta;Surakarta;-7.5747342;110.8063575
Bandeng Lasmini;Menjual ikan ;Surakarta;Surakarta;Surakarta;-7.4955988;110.8065742
Perabotan Plastik Rosana;menjual perabotan;Surakarta;Surakarta;Surakarta;-7.5746383;110.8063507
Bumbu Rempah Parinem;menjual rempah rempah;Surakarta;Surakarta;Surakarta;-7.5746454;110.80635
Latengan Bu Saikem;menjual makanan;Surakarta;Surakarta;Surakarta;-7.574641;110.8063464
Sayur Sri Wahyuni;menjual sayuran;Surakarta;Surakarta;Surakarta;-7.4957691;110.8066596
Sayuran Segar Bpini;menjual sayuran;Surakarta;Surakarta;Surakarta;-7.5043762;110.7998632
Supri Sembako;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5746646;110.8063408
Es Dawet Kadipolo;menjual minuman;Surakarta;Surakarta;Surakarta;-7.5746439;110.8063509
Kios Buah Suwarni;menjual buah;Surakarta;Surakarta;Surakarta;-7.5746036;110.8063326
Tenongan Bu Sarni;menjual makanan;Surakarta;Surakarta;Surakarta;-7.5746207;110.8063396
Kelontong Risbani;menjual kebutuhan masak;Surakarta;Surakarta;Surakarta;-7.5745756;110.8063751
Mandakaliving Lilin Aromaterapi;menjual lilin;Surakarta;Surakarta;Surakarta;-7.5746986;110.8063684
Tenongan Nopin;menjual makanan;Surakarta;Surakarta;Surakarta;-7.574735;110.8064067
Kios Bu Sumi;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5746557;110.8063609
Toko Sembako Untung;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5746424;110.8063512
Toko Supoyo Kelontong;menjual gula;Surakarta;Surakarta;Surakarta;-7.5746495;110.8063565
Sembako Bu Mulyani;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5748084;110.8064202
Kios Plastik Katino;menjual bermacam macam plastik;Surakarta;Surakarta;Surakarta;-7.5747343;110.8063905
Kelontong Bu Sri;menjual sembako;Surakarta;Surakarta;Surakarta;-7.5746611;110.8063668
Toko Avara;menjual kebutuhan masak;Surakarta;Surakarta;Surakarta;-7.5744847;110.8064179
Bandeng Yanto;menjual ikan bandeng dan tongkol;Surakarta;Surakarta;Surakarta;-7.5746322;110.8063765
Penjahit Ria;menjahit pakaian ;Surakarta;Surakarta;Surakarta;-7.5747096;110.8063707
Kios Telur Maria;menjual telur;Surakarta;Surakarta;Surakarta;-7.4956686;110.8066325
Kios Agus Plastik;menjual plastik;Surakarta;Surakarta;Surakarta;-7.4956632;110.8067026
Kios Buah Sayem;menjual buah;Surakarta;Surakarta;Surakarta;-7.4956816;110.8066277
Jual Gas Mbak Juni;menjual gas;Surakarta;Surakarta;Surakarta;-7.5837997;110.8308209
Toko Kelontong Suparti;menjual kebutuhan sehari hari;Surakarta;Surakarta;Surakarta;-7.5839399;110.8307218
Kelontong Pak Surantoq;menjual kebutuhan rumah tangga;Surakarta;Surakarta;Surakarta;-7.5798379;110.8336838
Wedangan Kusno;menjuala aneka minuman dan nasi bungkus;Surakarta;Surakarta;Surakarta;-7.5844578;110.831447
Kios Tahu Bu Erma;pengolahan tahu;Surakarta;Surakarta;Surakarta;-7.5833124;110.8266905
Aneka Gorengan Bu Irma;menjual aneka gorengan;Surakarta;Surakarta;Surakarta;-7.5850051;110.8317554
Bakmi Jowo Mas Gopal;menjual bakmi;Surakarta;Surakarta;Surakarta;-7.584285;110.827833
Warung Makan Tama;menjual aneka maaakan ;Surakarta;Surakarta;Surakarta;-7.5843204;110.8275535
Tahu Walik Kandang Kebo;menjual olahan tahu;Surakarta;Surakarta;Surakarta;-7.584326;110.8274734
Penjahit Lastri;mejahit aneka baju;Surakarta;Surakarta;Surakarta;-7.5837208;110.8277754
Gas Paryono;menjual gas;Surakarta;Surakarta;Surakarta;-7.5783117;110.8363304
Sosnag Kharisma;menjual aneka sosis;Surakarta;Surakarta;Surakarta;-7.5836744;110.8311723
Warung Makan Bu Tomo Sop Ayam Kampung;menyediakan jasa cetak;Surakarta;Surakarta;Surakarta;-7.5810172;110.8340678
Bakso Ojek;menjual nasi bungkus aneka minumaan dan makanan kecil;Surakarta;Surakarta;Surakarta;-7.5841454;110.8358344
Sanggar Dan Kerajinan Naladerma;membuat snack membuat snack prastel, sosis, ager2, dll sosis, ager2, dll;Surakarta;Surakarta;Surakarta;-7.5811172;110.8348443
Bakso Kuah Seger Dan Es Coklat Jadul;jual es teh di bazaar;Surakarta;Surakarta;Surakarta;-7.5810034;110.8350228
Kemasan Kis;membuat graphic desain;Surakarta;Surakarta;Surakarta;-7.5838816;110.8351115
Toko 52;Jual Wedang Ronde;Surakarta;Surakarta;Surakarta;-7.5788466;110.839031
Kaos Solo;jual sembako, makanan ringan, minuman;Surakarta;Surakarta;Surakarta;-7.5806867;110.8347468
Toko Evi;jualan takoyaki;Surakarta;Surakarta;Surakarta;-7.5841735;110.8151775
Toko Marton;jualan cilok, es dll;Surakarta;Surakarta;Surakarta;-7.5841139;110.8144125
Jus Gang Becek;Menjual sembako (beras) ;Surakarta;Surakarta;Surakarta;-7.5606402;110.8232486
Soto Betawi Annam;membuat pakaian;Surakarta;Surakarta;Surakarta;-7.539424;110.8362596
Kedai Mbak Yuli;membuat pakaian;Surakarta;Surakarta;Surakarta;-7.539424;110.8362596
Cabuk Rambak Soerya;pulsa,kuota,soft case,headset,dll;Surakarta;Surakarta;Surakarta;-7.5584016;110.8205447
Ayam Panggang Kaoeman;menyediakan jasa mencuci dan setrika pakaian secara manual di rumah;Surakarta;Surakarta;Surakarta;-7.558406805555555;110.84728238888889
Warung Soto Daging Sapi Mbak Sri ( Pak Darto);;Surakarta;Surakarta;Surakarta;-7.558406805555555;110.84728238888889
Jenang Bu Yuli;membuat pigura lukisan, kaca cermin, meja kecil;Surakarta;Surakarta;Surakarta;-7.559597;110.84775541666667
