Nama;Kegiatan;Kecamatan;Alamat;kategori;lat;lng;;
Warung Kelontong Ari;Toko Kelontong yang menjual rokok, snack, minuman instan, sabun ;Pasar Kliwon;Jalan Wentar Rt 03 Rw 06 Kampungbaru;Lain-lain;-7.579044;110.8377264;;
Dom Coffee;Coffeeshop yang menyediakan minuman berbahan dasar kopi dan susu beserta menu yang lain.;Pasar Kliwon;Jalan Saharjo No 36;Kuliner;-7.571322;110.8281804;;
Jualan Mainan Dan Sablon Mas Jokrik;membuat sablon dan mainan ank di rumah;Pasar Kliwon;Sangkrah;Digital;-7.5769621;110.8414135;;
Nasi Bungkus Bu Merdeka Wati;membuat dan menjual nasi bungkus ;Pasar Kliwon;Kedunglumbu Rt 03 Rw 05;Kuliner;-7.5709573;110.8276599;;
Galantin Junior;membuat gelantine ayam;Pasar Kliwon;Kampung Baru ;Kuliner;-7.5753057;110.8375163;;
Sembako Sinder;berjualan sembako;Jebres;Tegalharjo Rt 04/05;Lain-lain;-7.565412;110.828329;;
Rosok Pak Jumadi;Jual beli rosok ;Jebres;Tegalharjo Rt.03 Rw.06, Tegalharjo, Jebres, Surakarta ;Lain-lain;-7.5660903;110.8279414;;
Jasa Pesanan Cake Ultah Dan Bolu;menerima jasa pesanan kue cake ultah dan bolu;Jebres;Tegalharjo Rt 03/06 Jebres Surakarta;Kuliner;-7.5778071;110.837572;;
Citra Usaha;menjual berbagai pigmen lukis;Pasar Kliwon;Sangkrah;Kriya;-7.5755691;110.8306152;;
Peti Mati Pak Suhar;Membuat Peti Mati Dari Kayu;Pasar Kliwon;Menangan Rt 07 Rw 01 Kelurahan Joyosuran Kecamatan Pasarkliwon Kota Surakarta;Kriya;-7.5713354;110.8281773;;
Warung Makan Pak Slamet;menjual berbagai macam sayur matang, lauk pauk, soto di warung;Pasar Kliwon;Sangkrah;Kuliner;-7.5613881;110.8332258;;
Toko Bu Tumini;menjual sembako dan barang kebutuhan rumah tangga di toko secara eceran;Jebres;Petoran;Lain-lain;-7.5590606;110.8344126;;
Terang Bulan Saputra;beli bahan baju di Toko terang Jaya Mojosongo. ;Jebres;Jl. Malabar Selatan Gang 6 No 6 Rt 04 Rw 17;Fashion;-7.5588818;110.8341102;;
All Laundry;mencuci pakaian para pelanggan;Jebres;Petoran;Lain-lain;-7.5763499;110.83952;;
Warung Makan Suprapni;warung makan;Pasar Kliwon;Kampung Sewu;Kuliner;-7.5849063;110.8279746;;
Sosis Naga Wow;"Menjual berbagai. macam frozen dan bakar"" an";Banjarsari;Cinderejo Kidul ;Kuliner;-7.5795008;110.8386903;;
Cahya Laundry;mencuci baju para pelanggan atau penatu;Jebres;Ngasinan;Lain-lain;-7.558853499722222;110.84602379972222;;
Warung Sayuran Endang;menjual sayur, bawang merah dan putih ;Pasar Kliwon;Kampung Sewu;Lain-lain;-7.5400228;110.8385554;;
Pisang Mb Sari;menjual pisang;Banjarsari;Cinderejo Kidul ;Lain-lain;-7.5634351;110.8453726;;
Warung Ros;menjual rokok, sabun, mie, gas;Pasar Kliwon;Kampung Sewu ;Lain-lain;-7.5729231;110.8419258;;
Warung Makan Bu Sriyanti;menjual nasi sayur dan minuman;Jebres;Ngoresan ;Kuliner;-7.555108;110.8242645;;
Laundry Livin;menerima cucian dan setrika;Banjarsari;Cinderejo Kidul;Lain-lain;-7.5600368;110.8521184;;
Star Laundry;menerima jasa cuci pakaian atau penatu;Jebres;Ngoresan;Lain-lain;-7.571882;110.84103;;
Warung Makan Mekar;menjual makanan rumahan dan aneka minuman ;Jebres;Ngasinan;Kuliner;-7.5552124;110.8230181;;
Es Batu Rnb;menjual ed batu;Pasar Kliwon;Mertodranan ;Kuliner;-7.5727778;110.8410907;;
Wedangan Pagi Gmpd;menjual aneka makanan dan minuman disediakan tempat duduk;Jebres;Ngoresan ;Kuliner;-7.5537776;110.8615513;;
Warung Sembako Mb Ratmi;"menjual beras, minyak, tepung, dan kebutuhan sehari"" lainya";Banjarsari;Cinderejo Kidul ;Lain-lain;-7.5553921;110.8221774;;
Ayam Goreng Dan Goreng Hikmah;menjual hasil olahan ayam;Pasar Kliwon;Mertodranan ;Kuliner;-7.5531957;110.8607213;;
Shakilla Food Production;menjual dan menerima pesanan Roti;Banjarsari;Cinderejo Kidul ;Kuliner;-7.5599821;110.85224;;
Aneka Jajanan Bu Sulis;membuat makanan sosis,martabak dan roti dinat, aneka sate sundukan ;Jebres;Ngoresan Rt 001 Rw 022;Kuliner;-7.5796196;110.8354509;;
Rahayu Konveksi;menjahit daster, dan baju bayi;Banjarsari;Cinderejo Kidul;Fashion;-7.5508583;110.860705;;
Ayam Penyet Pak Po;menjual makanan dan minuman;Jebres;Petoran;Kuliner;-7.5534667;110.8221022;;
Warung Rasa Marem;menjual makanan dan minuman;Jebres;Petoran;Kuliner;-7.5794537;110.8354387;;
Skincare Farmasi Solo;menjual kosmetik ;Pasar Kliwon;Mojo;Lain-lain;-7.5551305;110.8209956;;
Risol Nano;membuat dan menjual risol;Jebres;Ngaglik Wonowoso ;Kuliner;-7.550775;110.860935;;
Anugrah Snack;membuat kulit risole mayo,,membuat risole mayo frozen,membuat risole mayo goreng siap saji;Jebres;Genengan  Mojosongo,Jebres,Surakarta;Kuliner;-7.5550591;110.8211558;;
Wedangan Ndoro Vektor;menyediakan makanan, minuman di kedai;Jebres;Petoran;Kuliner;-7.5637583;110.845405;;
Toko Bu Eny;menjual barang kebutuhan rumahtangga di toko;Jebres;Petoran;Lain-lain;-7.5629985;110.8458709;;
Toko Bagyo;menjual bahan makanan, bahan minuman, snack, gas, rokok;Jebres;Petoran;Lain-lain;-7.5906523;110.8416945;;
Warung Soto Pak Min;Menjual Soto ;Jebres;Kedung Tungkul Rt 03 Rw 07;Kuliner;-7.5394467;110.8364327;;
Sate Kere Bu Mujiyati;menjual sate kere di kedai depan rumah;Jebres;Petoran;Kuliner;-7.5436694;110.8357926;;
Pisces Laundry;mencuci dan setrika baju, karpet, boneka;Jebres;Petoran;Lain-lain;-7.561544916666667;110.84425352777778;;
Raket Wawan;menjual raket badminton di rumah;Jebres;Petoran;Lain-lain;-7.562126138888889;110.84318541666667;;
Warung Gado-Gado Bu Atun;menjual gado-gado, lotek, jenang dan aneka minuman;Jebres;Petoran;Kuliner;-7.560115805555555;110.84504697222222;;
Nasi Kuning De Djan;MENJUAL DAN MENERIMA PESANAN NASI KUNING;Jebres;Kepatihan Kulon;Kuliner;-7.5529084;110.8470881;;
Gorengan Mbak Laila;membuat gorengan dan aneka snack;Jebres;Petoran;Kuliner;-7.560417166666666;110.84542083333334;;
Kentaki Telur Dan Cireng Sukardi;menjual kentaki telur dan cireng;Pasar Kliwon;Mojo;Kuliner;-7.563293944444444;110.84542083333334;;
Warung Es Batu Bu Sri Handayani;menjual es batu;Banjarsari;Cinderejo Kidul ;Kuliner;-7.563293944444444;110.84542083333334;;
Konveksi Daster Mbak Wahyu;menjahit pakaian dirumah;Pasar Kliwon;Mojo;Fashion;-7.563293944444444;110.84542083333334;;
Jus Bu Sugiyarti;MENJUAL BERBAGAI MACAM ES JUS;Pasar Kliwon;Semanggi;Kuliner;-7.5618421;110.8297512;;
Warung Mbok Karni;menjual makanan ringan dan minuman;Pasar Kliwon;Semanggi;Kuliner;-7.5642341;110.8457923;;
Jamu Tradisional Bu Erni;menjual jamu tradisional ;Banjarsari;Pasar Nusukan Kios No. 15;Kuliner;-7.58706;110.8306697;;
Jual Gorengan;menjual aneka gorengan.;Banjarsari;Praon;Kuliner;-7.5553023;110.8207622;;
Toko Sepatu Idris;menjual sepatu dan sandal;Banjarsari;Pasar Nusukan Kios No. 2;Fashion;-7.5906523;110.8416945;;
Toko Sepatu Putri;menjual sepatu dan sandal;Banjarsari;Pasar Nusukan Kios  12;Fashion;-7.5860095;110.8353977;;
Warung Wedangan Berkah;menjual makanan siap saji;Banjarsari;Jl. Singosari Timur No 3;Kuliner;-7.580355;110.8348385;;
Warung Bu Tatik;MENJUAL SEMBAKO;Pasar Kliwon;Semanggi;Lain-lain;-7.5468879;110.821014;;
Warung Pak Diran;menjual minuman es teh dan minuman sachet;Banjarsari;Sumpingan;Kuliner;-7.5469165;110.8145791;;
Toko Kelontong Bu Sudalmi;menjual sembako;Pasar Kliwon;Semanggi;Lain-lain;-7.5468378;110.8209315;;
Nasi Kabuli Sakhi;menjual nasi kabuli;Pasar Kliwon;Joyosudiran;Kuliner;-7.5468269;110.8209456;;
Toko Md Stasionary;menjual alat tulis;Banjarsari;Kios Pasar Nusukan Nomor 34,35;Lain-lain;-7.5447763;110.8178714;;
Sakura Kue;membuat aneka kue;Pasar Kliwon;Gurawan;Kuliner;-7.5849853;110.8374197;;
Warung Makan Bu Musi;menjual masakan;Pasar Kliwon;Mertodranan ;Kuliner;-7.536298;110.810055;;
Warung Titin;menjual berbagai sembako, makanan ringan, dan minumam;Banjarsari;Praon;Lain-lain;-7.580643;110.8341536;;
Pangkalan Gas Elpiji Mb Dadi;menjual gas elpiji;Pasar Kliwon;Mertodranan;Lain-lain;-7.5839385;110.830145;;
Dandang Gajah Sidomukti;membuat dandang;Pasar Kliwon;Semanggi;Kriya;-7.5473575;110.8210135;;
Toko Md Fotocopy;melayani jasa fotocopy dan pembelian alat tulis;Banjarsari;Kios Pasar Nusukan Nomor 34;Digital;-7.5823765;110.8283606;;
Roti Mutiara;membuat dan menjual roti;Pasar Kliwon;Sangkrah;Kuliner;-7.5794946;110.8350331;;
Roti Famili;menjual dan membuat roti;Pasar Kliwon;Sangkrah;Kuliner;-7.5466519;110.814828;;
Warung Mas Indri;menjual  nasi dan sayur beserta lauk;Banjarsari;Jl. Samudra Pasai, Krembyongan ;Kuliner;-7.5796125;110.8350761;;
Wedangn Kakung;menjual minuman es teh dan kopi;Banjarsari;Sruni Rt 004/013 Kadipiro Banjarsari Surakarta;Kuliner;-7.5804233;110.8350067;;
Warung Mbak Wiji;menjual masakan;Pasar Kliwon;Gurawan ;Kuliner;-7.5472767;110.8209502;;
Toko Puas;menjual ;Pasar Kliwon;Mertodranan;Lain-lain;-7.5792131;110.8384901;;
Toko Kelontong Dhanik;jual sembako, sabun, makanan ringan, dll;Pasar Kliwon;Semanggi;Lain-lain;-7.5794605;110.8387337;;
Ivana Tex;Menjual berbagai macam kain dan juga menerima jasa jahit. Namun lebih sering menjual kain sebagai bahan pakaian;Banjarsari;Praon;Fashion;-7.5365255;110.8125491;;
Parut Kelapa Bu Diah;memarut kelapa;Pasar Kliwon;Mertodranan;Lain-lain;-7.5325629;110.8107213;;
Daryanto Oven & Loyang Roti;memproduksi loyang roti;Pasar Kliwon;Semanggi;Kuliner;-7.5833585;110.8269511;;
Jual Pakaian;Menjual Pakaian;Pasar Kliwon;Sangkrah;Fashion;-7.5794823;110.835414;;
Sate Kambing Pak Pandu;menjual hasil olahan kambing;Pasar Kliwon;Mertodranan;Kuliner;-7.580505;110.8339349;;
Degan Jos;Menjual aneka minuman;Banjarsari;Jl. Pajajaran Utara 3;Kuliner;-7.5469468;110.8147585;;
Wedangan Jos;Menjual Aneka makanan dan minuman;Banjarsari;Jl. Pajajaran Utara No 3;Kuliner;-7.5799004;110.8344883;;
Wedangan Pak Yadi;Menjual aneka gorengan;Banjarsari;Jl. Pajajaran Utara 3;Kuliner;-7.5805042;110.8339383;;
Dandang Pak Igun;membuat dandang, loyang, jimbeng;Pasar Kliwon;Semanggi;Kriya;-7.5781991;110.838913;;
Nasi Sayur Bu Sarni;menjual berbagai macam nasi sayur, es, dan lauk;Banjarsari;Praon;Kuliner;-7.580038;110.8347519;;
Jual Wedang Ronde;Jual wedang ronde;Pasar Kliwon;Sangkrah;Kuliner;-7.5479134;110.7993603;;
Rm.Alit Barokah;Menjual Aneka Makanan dan Minuman;Banjarsari;Kios Barat Terminal;Kuliner;-7.5479018;110.7993337;;
Gorengan Pak Anang;Penyediaan makanan gorengan;Banjarsari;Sidorejo Rt.02/01 Mangkubumen;Kuliner;-7.5479412;110.7993229;;
Rawon Penjara Bu Har;menjual rawon;Pasar Kliwon;Galabo Malam;Kuliner;-7.5810707;110.8337562;;
Warung Pak Tukiman;MENJUAL SAYUR, TELUR, MINYAK;Banjarsari;Dukuhan Nayu Rt02 Rw21 Banjarsari Banjarsari Surakarta;Lain-lain;-7.5474165;110.8145805;;
Panasonic;Menjual barang elektronik;Pasar Kliwon;Pasar Ngarsopuro Rt 01/05 Timuran;Lain-lain;-7.5786547;110.8388865;;
Mie Ayam Dan Bakso Adinda;menjual mie ayam, bakso, dan es the;Banjarsari;Timuran Rt1 Rw4 Banjarsari Surakarta;Kuliner;-7.5510683;110.8179507;;
Toko Klontong;Menjual snack, minuman, rokok;Banjarsari;Punggawan Rt.04/03;Lain-lain;-7.552655;110.8129159;;
Warung Mbak Nita;menjual sembako;Pasar Kliwon;Pasar Sangkrah;Lain-lain;-7.5724451;110.8298421;;
Warung Klontong Berkah;Menjual sembako;Banjarsari;Sidorejo Rt.01/01;Lain-lain;-7.5403729;110.8297409;;
Toko Sembako Mbak Dewi;toko bahan pokok;Banjarsari;Pasar Nusukan;Lain-lain;-7.5679928;110.8219696;;
Es Komplit Mbak Sari;Penyediaan minuman;Banjarsari;Sidorejo Rt.01/01 Mangkubumen;Kuliner;-7.5678519;110.8180457;;
Serabi Solo Tradisi;MEMBUAT SERABI;Banjarsari;Dukuhan Nayu Rt01 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5582487;110.8175891;;
Potong Rambut Madura Edi;JASA POTONG RAMBUT;Jebres;"Jl. Monginsidi No 76
Setabelan Banjarsari
Surakarta";Lain-lain;-7.57768;110.8374617;;
Warung Makan Pagi;nasi bungkus, es teh, gorengan;Banjarsari;Punggawan Rt1 Rw3 Banjarsari Surakarta;Kuliner;-7.5526268;110.8156176;;
Warung Sembako;Menjual sembako;Banjarsari;Jl. Cocak 9 Sidorejo Rt.01/01;Lain-lain;-7.5465803;110.8206921;;
Klontong Bu Yayuk;Menjual kebutuhan rumah tangga;Banjarsari;Jl. Madyotaman 2 Rt.01/03;Lain-lain;-7.5532144;110.813766;;
Rumah Selat Dan Sop Lezatie;menjual selat dan sop;Pasar Kliwon;Sangkrah Rt 01 Rw 10;Kuliner;-7.5413428;110.8301393;;
Batik Sri Wempi;menjual berbagai macam batik di toko;Pasar Kliwon;Sangkrah ;Fashion;-7.5583608;110.8271332;;
Warung Pak Krebo;Penyediaan makanan dan minuman;Banjarsari;Jl. Madyotaman I Rt.05/03 Punggawan;Kuliner;-7.5595173;110.8168231;;
Ludo Boardgame;MENJUAL ANEKA BARANG MAIANAN;Jebres;"Jl. Abdul Muis No. 80
Kepatihan Kulon";Lain-lain;-7.553241;110.8138434;;
Ayam Goreng/Bakar Sabar Menanti;menjual ayam goreng dan bakar;Pasar Kliwon;Galabo Malam;Kuliner;-7.5595579;110.8169291;;
Salon Reskia;jasa Rias kecantikan dan potong rambut;Laweyan;Jl Mundu Raya 21C;Lain-lain;-7.5802063;110.8404824;;
Bakso Dan Sop Buntut La'Ris;menjual bakso dan SOP buntut;Pasar Kliwon;Galabo Malam;Kuliner;-7.5785155;110.8415885;;
Toko Klontong Mbak Niken;Menjual snack, rokok, dan kebutuhan rumah tangga lain;Banjarsari;Punggawan Rt.03/03 Jl. Nusa Indah;Lain-lain;-7.5586157;110.8162512;;
Sate Buntel Priyayi;menjual sate buntel;Pasar Kliwon;Galabo Malam;Kuliner;-7.5618724;110.8291986;;
Shoes Wash 12;JASA CUCI SEPATU(SEPATU BRAND, SEPATU KET, DLL) ;Jebres;Kepatihan Kulon;Lain-lain;-7.5723266;110.8297763;;
Warung Makan Soto Pak Pendek;menjual soto ayam dan soto daging sapi;Banjarsari;Priyobadan Rt 1 Rw 2 Timuran, Banjarsari, Surakarta;Kuliner;-7.55588;110.7945733;;
Warung Klontong Bu Siti;Menjual aneka kebutuhan rumah tangga ;Banjarsari;Punggawan Rt.04/03;Lain-lain;-7.5723238;110.8297883;;
Rejeki Jaya Snack;MEMBUAT KLENGKAM;Banjarsari;Kragilan Rt03 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.5589774;110.8173341;;
Refresh Laundry;jasa cuci pakaian;Banjarsari;Priyobadan Timuran Rt 01 Rw 02 Banjarsari;Lain-lain;-7.5723435;110.8297286;;
Kedai Minum Nesbar;minuman nesle;Pasar Kliwon;Timuran Rt1 Rw5 Banjarsari Surakarta;Kuliner;-7.5627245;110.8308092;;
Fb Laundry;jasa penatu pakaian, sprei, bedcover, karpet di rumah.;Banjarsari;Jl Kahuripan Barat I No 27;Lain-lain;-7.5659815;110.8143585;;
Bakso Pakprut;MEMBUAT BAKSO DAN OTAK OTAK;Banjarsari;Kragilan Rt01 Rw12 Banjarsari Banjarsari Surakarta;Kuliner;-7.557781;110.8177708;;
Tengkleng Bu Edy;menjual tengkleng;Pasar Kliwon;Jln Mayor Sunaryo;Kuliner;-7.5379163;110.8305321;;
Kedai Makan Nanik;menjual makanan dan minuman di kedai;Banjarsari;Jl Bawean;Kuliner;-7.5656413;110.8148522;;
Wedang Ronde Galabo Anita;wedang ronde asle;Pasar Kliwon;Galabo Malam;Kuliner;-7.5660483;110.8158662;;
Warung Kopi Mas Yudi;penyedia makan dan minum;Serengan ;Jl Garuda 3/11;Kuliner;-7.5493758;110.8060298;;
Bensin Salsabila;menjual bensin eceran;Banjarsari;Cinderejo Lor;Lain-lain;-7.5365221;110.8282913;;
Kedai Mie Kribo;MENJUAL MIE BANDUNG;Jebres;"Jl. Abdul Muis  No. 80
Kepatihan Kulon";Kuliner;-7.5736045;110.8307739;;
Ayam Kentaki/Usus Goreng;membuat dan menjual ayam ketucky dan usus goreng;Pasar Kliwon;Sangkrah ;Kuliner;-7.5674755;110.819728;;
Kios Burung B15;menjual burung;Banjarsari;Pasar Depok;Lain-lain;-7.5722331;110.8297581;;
Jual Snack;menjual aneka snack olahan dan minuman dirumah;Laweyan;Mutihan;Kuliner;-7.5516704;110.8167243;;
Wedangan Pak Rahmad;Penyediaan makanan dan minuman;Banjarsari;Jl. Hasanudin Rt.03/03 Punggawan;Kuliner;-7.5540386;110.8215168;;
Service Laptop Komputer;Jasa Service Komputer;Banjarsari;Jl. Hasanudin Rt.01/01 Punggawan;Digital;-7.5618758;110.8291999;;
Toko Endah;menjual baju dewasa dan celana pendek pria;Banjarsari;Timuran Rt4 Rw 4 Banjarsari Surakarta;Fashion;-7.5786433;110.84082;;
Es Degan;es degan;Banjarsari;Timuran Rt2 Rw4 Banjarsari;Kuliner;-7.552507910444817;110.81053046960812;;
"Warung Makan Masakan Jawa ""Mbah Ti""";MENYEDIAKAN MAKANAN DAN MINUMAN DI WARUNG ;Jebres;"Pasar Ayu 
Jl.Monginsidi ";Kuliner;-7.5661751;110.7893456;;
Penjahit Akad;menjahit baju pesanan beskap dan jas laki laki;Pasar Kliwon;Kedung Lumbu;Fashion;-7.5581171;110.8173857;;
Jasa Nitik Kancing;Jasa nitik kancing pakaian;Laweyan;Jl. Sido Luhur 69 Kwanggan Laweyan;Lain-lain;-7.5582833;110.8182848;;
Material Andika Jaya;menjual kijing keramik ,pasir,semen,batu bata;Jebres;Tegal Harjo;Lain-lain;-7.5680892;110.8200469;;
Nasi Liwet Yu Temu;nasi liwet;Pasar Kliwon;Galabo Malam;Kuliner;-7.567341;110.8189898;;
Vaper Holic;menjual vape, liquid, dan sejenisnya;Banjarsari;Timuran Rt3  Rw4  Banjarsari;Lain-lain;-7.5569917;110.8227933;;
Gorengan Pagi;menjual gorengan, nasi bungkus, minuman es the;Banjarsari;Punggawan Rt 3 Rw 3 Banjarsari Surakarta;Kuliner;-7.5740903;110.8339677;;
Warung Sayur Bu Pani;menjual sayuran;Banjarsari;Nayu;Lain-lain;-7.5695654;110.7909568;;
Jual Beli Sepatu Isnu (Notoharjo);menjual sepatu di pasar ;Pasar Kliwon;Mojo (Pasar Notoharjo);Fashion;-7.5406588;110.8240248;;
Jual Beli Lampu Mobil Didik (Notoharjo);menjual lampu mobil di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.5723714;110.8296529;;
Win Jok (Notoharjo);menjual jok dipasar;Pasar Kliwon;Mojo;Lain-lain;-7.5678828;110.8205987;;
Usaha Sepatu Effendi (Notoharjo);menjual sepatu di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Fashion;-7.5588242;110.8171267;;
Ucil Jok Mobil (Notoharjo);menjual jok mobil;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.546725;110.8283611;;
Alat Listrik Dan Bengkel Ikhlash (Notoharjo);menjual alat bengkel dan listrik di pasar;Pasar Kliwon;Mojo (Pasar Notoharjo);Lain-lain;-7.590086111111111;110.83434166666666;;
Berkah Jaya Asesoris Mobil (Notoharjo);menjual aksesoris dan variasi mobil di pasar;Pasar Kliwon;Mojo;Lain-lain;-7.5900664;110.8343415;;
Toko Kerupuk Aris;MEnjual Kerupuk;Banjarsari;Pasar Nusukan;Kuliner;-7.589497222222223;110.83275277777778;;
Kios Kerupuk Bu Suparni (Lt2);Menjual Kerupuk;Banjarsari;Pasar Nusukan;Kuliner;-7.590086111111111;110.83435;;
Ikan Bandeng Bu Ertin;Menjual Ikan Bandeng;Banjarsari;Pasar Nusukan;Lain-lain;-7.590091666666667;110.83433055555555;;
Besi Tua Haryono;menjual onderdil mobil bekas;Jebres;Jln Tentara Pelajar;Lain-lain;-7.590086111111111;110.83434166666666;;
Besi Tua Sriyono;menjual onderdil mobil bekas;Jebres;Jln Tentara Pelajar;Lain-lain;-7.590047222222222;110.83437777777777;;
Toko Slamet;Menjual Bahan Pokok;Jebres;Jalan Tentara Benih Pelajar;Lain-lain;-7.5464174;110.8212782;;
Toko Gunawan;Menjual Mainan Anak;Jebres;Tentara Genih Pelajar;Lain-lain;-7.5466887;110.821212;;
Es Kelapa Muda A.W.P;Menjual Minuman;Jebres;Jalan Tentara Benih Pelajar;Kuliner;-7.546957944444444;110.82151794444444;;
Besi Tua Hengky Eko Prasetyo;menjual onderdil mobil bekas;Jebres;Kandangsapi;Lain-lain;-7.5547509;110.84069209972222;;
Warung Kelontong;Chiki, taro, citato, rosta, sari gandum, marimas, jas jus, nutrisari, pop ice, hilo. ;Banjarsari;Sumber;Lain-lain;-7.554717899722222;110.8407315;;
Sop Varel;menjual sop ayam;Banjarsari;Bibis Baru;Kuliner;-7.552626194444445;110.83025338888889;;
Bakso Goreng Aldi;Bakso goreng, tahu bakso goreng, sosis goreng, tempura goreng.;Banjarsari;Bibis Baru;Kuliner;-7.553173472222222;110.83341488888888;;
Laundry Mbk Fadila;jasa seterika pakaian;Pasar Kliwon;Mojo;Lain-lain;-7.553001;110.8329708888889;;
Jual Gas Bu Maria;jual gas elpiji;Pasar Kliwon;Mojo;Lain-lain;-7.5547126;110.8407588;;
Penjahit Bu Tami;baju anak dewasa dan celana ;Jebres;Ngaglik Wonowoso ;Fashion;-7.5444064;110.802111;;
Warung Bu Menis;menjual makanan ringan, minuman, dan sembako;Jebres;Ngaglik Wonowoso ;Kuliner;-7.5533904;110.8360476;;
Warung Makan Mbak Thiyuk;Menjual aneka nasi sayur, sayur asem, nasi bandeng dll;Jebres;Ngaglik Wonowoso ;Kuliner;-7.553156388888889;110.83622358333334;;
Toko Kelontong Pair Bening;menjual bahan makanan, snack, rokok;Jebres;Ngaglik Wonowoso ;Lain-lain;-7.5895639;110.8381528;;
Mutiara Loundry;jasa setrika dan cuci baju;Pasar Kliwon;Mertodranan;Lain-lain;-7.5892709;110.8381928;;
Alumunium Dan Kaca;MENJUAL ETALASE ALMUNIUM;Pasar Kliwon;Semanggi;Lain-lain;-7.5403419;110.8367108;;
Rizky Laundry;kerja jasa laundry pakaian;Pasar Kliwon;Sangkrah;Lain-lain;-7.5422575;110.8373467;;
Makanan Ringan;menjual makanan;Laweyan;Jajar;Kuliner;-7.5399802;110.8376644;;
Warung Bu Suyanti;gas, nasi sayur;Pasar Kliwon;Kusumodilagan ;Lain-lain;-7.5395852;110.836394;;
Kios Sembako Ngasini;sembako;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Lain-lain;-7.5789568;110.8361347;;
Warung Makan Nugroho;nasi sayur,gorengan,es teh;Banjarsari;Joglo;Kuliner;-7.5840367;110.83691;;
Soto Ayam Pak Paidi Joyosuran;soto daging ayam;Pasar Kliwon;Gabudan ;Kuliner;-7.5773744;110.8388794;;
Warung Klontong Dan Sembako;Menjual kebutuhan rumah tangga, dan sembako;Banjarsari;Mangkubumen Rt.02/02;Lain-lain;-7.5530632;110.7841078;;
Aa Bavarage Joyosuran;menjual aneka mimuman;Pasar Kliwon;Gabudan ;Kuliner;-7.5899063;110.8245159;;
Burger Tisada;menjual burger;Banjarsari;Shelter Kota Barat;Kuliner;-7.5534633;110.8409133;;
Toko Sembako Mbak Is;beras, Telur, Minyak, Gandum;Laweyan;Kr Asem;Lain-lain;-7.5420071;110.8225601;;
Warung Soto Dan Sayur;Menjual nasi soto dan sayur dengan menyediakan rumah bagian depannya sebagai warung makan;Jebres;Pucangsawit;Kuliner;-7.5879856;110.8280534;;
Warung Makan Mie Ayam;mie ayam;Pasar Kliwon;Dadapan Sangkrah;Kuliner;-7.5551127;110.8164533;;
Warung Kelontong Bu Parmi;usaha toko kelontong untuk rumah tangga dan sedikit UMKM, seperti gula, beras, bumbu dapur, minyak, minuman SASET dll;Banjarsari;Combong;Lain-lain;-7.5880921;110.8282433;;
Warung Kremesan Mas Banu Joyosuran;menjual ayam kremes;Pasar Kliwon;Gabudan;Kuliner;-7.5622899546112885;110.80710643961282;;
Chandra Dewi;Membuat Rengginang;Jebres;Perum Solo Elok Jl. Arjuna 2 B.27 Rt.04 Rw.07 Kel. Mojosongo Kec. Jebres Surakarta;Kuliner;-7.552380555555556;110.77948055555555;;
Sangkar Burung Anis;membuat sangkar burung;Jebres;Debegan,Mojosongo,Jebres,Surakarta;Kriya;-7.5671667;110.853045;;
Karunia Jaya;Menjual Kebutuhan Sehari -  Hari;Pasar Kliwon;Jalan Carangan;Lain-lain;-7.5790593;110.8418002;;
Warung Kelontong Bu Sumarsi;jual beras, gula pasir, sabun rokok dan lain lain;Jebres;Gendingan;Lain-lain;-7.5418316;110.8134767;;
Wm Nikmat Rasa Pak Yadi;MAKANAN NASI GORENG, MIE AYAM, BAKSO;Pasar Kliwon;Jl Mojo;Kuliner;-7.5879265;110.827993;;
Laundry Amanah;menerima jasa cuci baju dan setrika (laundry) ;Jebres;Gendingan;Lain-lain;-7.550784069339924;110.84465988997351;;
Spesial Ikan Bakar Agus;menjual aneka makanan olahan ikan;Banjarsari;Shelter Kota Barat;Kuliner;-7.553555;110.8417933;;
Wedangan Mas Rudi;Warung makan dan minum;Laweyan;Baron Gede Rt.1 Rw.2 Panularan;Kuliner;-7.5813593;110.8289649;;
Kelontong Laksmita;menjual sembako;Laweyan;Panularan Rt003 Rw028;Lain-lain;-7.5643802;110.8579498;;
Mul Sayuran;menjual sayuran;Laweyan;Panularan Rt001 Rw004;Lain-lain;-7.55145;110.77634444444445;;
Grosir Sprei Gorden;menjual pakaian;Laweyan;Panularan Rt002 Rw004;Fashion;-7.5634221;110.8571842;;
Kuliner Bu Karni;jualan aneka lauk pauk&kuliner tradisional;Pasar Kliwon;Sangkrah;Kuliner;-7.562290670544774;110.80710463012991;;
Ayam Ayam Mbak Wik;menjual nasi ayam kremes, kremesan, nasi soto dan aneka minuman;Jebres;Guwosari;Kuliner;-7.5727883;110.8040072;;
Warung Bakmi Pak Senthun;menjual bakmi Jawa/ masakan jawa;Pasar Kliwon;Jl.Sasonomulyo Rt 003 Rw001 Baluwarti Pasar Kliwon Surakarta ;Kuliner;-7.5747821;110.8063065;;
